MarketHourUTC;MarketHourCET;FFR demand (MW/hour);Total accepted FFR (MW/hour);Marginal price (EUR/MW/hour)
2021-06-26 12:00:00+00:00;2021-06-26 14:00:00+00:00;0;0;0
2021-06-26 13:00:00+00:00;2021-06-26 15:00:00+00:00;0;0;0
2021-06-26 14:00:00+00:00;2021-06-26 16:00:00+00:00;0;0;0
2021-06-26 15:00:00+00:00;2021-06-26 17:00:00+00:00;0;0;0
2021-06-26 16:00:00+00:00;2021-06-26 18:00:00+00:00;0;0;0
2021-06-26 17:00:00+00:00;2021-06-26 19:00:00+00:00;0;0;0
2021-06-26 18:00:00+00:00;2021-06-26 20:00:00+00:00;0;0;0
2021-06-26 19:00:00+00:00;2021-06-26 21:00:00+00:00;0;0;0
2021-06-26 20:00:00+00:00;2021-06-26 22:00:00+00:00;0;0;0
2021-06-26 21:00:00+00:00;2021-06-26 23:00:00+00:00;0;0;0
2021-06-26 22:00:00+00:00;2021-06-27 00:00:00+00:00;5,9;5,9;823,1
2021-06-26 23:00:00+00:00;2021-06-27 01:00:00+00:00;7,7;7,7;817,2
2021-06-27 00:00:00+00:00;2021-06-27 02:00:00+00:00;2,7;8,2;165,26
2021-06-27 01:00:00+00:00;2021-06-27 03:00:00+00:00;3,3;8,3;165,4
2021-06-27 02:00:00+00:00;2021-06-27 04:00:00+00:00;4,3;9,2;165,4
2021-06-27 03:00:00+00:00;2021-06-27 05:00:00+00:00;4,5;9,5;165,4
2021-06-27 04:00:00+00:00;2021-06-27 06:00:00+00:00;2;7,2;163,24
2021-06-27 05:00:00+00:00;2021-06-27 07:00:00+00:00;0;0;0
2021-06-27 06:00:00+00:00;2021-06-27 08:00:00+00:00;0;0;0
2021-06-27 07:00:00+00:00;2021-06-27 09:00:00+00:00;0;0;0
2021-06-27 08:00:00+00:00;2021-06-27 10:00:00+00:00;0;0;0
2021-06-27 09:00:00+00:00;2021-06-27 11:00:00+00:00;0;0;0
2021-06-27 10:00:00+00:00;2021-06-27 12:00:00+00:00;0;0;0
2021-06-27 11:00:00+00:00;2021-06-27 13:00:00+00:00;0;0;0
2021-06-27 12:00:00+00:00;2021-06-27 14:00:00+00:00;0;0;0
2021-06-27 13:00:00+00:00;2021-06-27 15:00:00+00:00;0;0;0
2021-06-27 14:00:00+00:00;2021-06-27 16:00:00+00:00;0;0;0
2021-06-27 15:00:00+00:00;2021-06-27 17:00:00+00:00;0;0;0
2021-06-27 16:00:00+00:00;2021-06-27 18:00:00+00:00;0;0;0
2021-06-27 17:00:00+00:00;2021-06-27 19:00:00+00:00;0;0;0
2021-06-27 18:00:00+00:00;2021-06-27 20:00:00+00:00;0;0;0
2021-06-27 19:00:00+00:00;2021-06-27 21:00:00+00:00;0;0;0
2021-06-27 20:00:00+00:00;2021-06-27 22:00:00+00:00;0;0;0
2021-06-27 21:00:00+00:00;2021-06-27 23:00:00+00:00;0;0;0
2021-06-27 22:00:00+00:00;2021-06-28 00:00:00+00:00;0;0;0
2021-06-27 23:00:00+00:00;2021-06-28 01:00:00+00:00;0;0;0
2021-06-28 00:00:00+00:00;2021-06-28 02:00:00+00:00;8,3;8,3;167,41
2021-06-28 01:00:00+00:00;2021-06-28 03:00:00+00:00;8,6;8,6;166,2
2021-06-28 02:00:00+00:00;2021-06-28 04:00:00+00:00;9,3;9,3;166,34
2021-06-28 03:00:00+00:00;2021-06-28 05:00:00+00:00;9,5;9,5;171,18
2021-06-28 04:00:00+00:00;2021-06-28 06:00:00+00:00;7,7;7,7;191,48
2021-06-28 05:00:00+00:00;2021-06-28 07:00:00+00:00;4,5;4,5;200,36
2021-06-28 06:00:00+00:00;2021-06-28 08:00:00+00:00;2;2;195,65
2021-06-28 07:00:00+00:00;2021-06-28 09:00:00+00:00;1;1;191,48
2021-06-28 08:00:00+00:00;2021-06-28 10:00:00+00:00;0,6;0,7;188,39
2021-06-28 09:00:00+00:00;2021-06-28 11:00:00+00:00;0,6;0,7;188,39
2021-06-28 10:00:00+00:00;2021-06-28 12:00:00+00:00;0,7;0,7;188,39
2021-06-28 11:00:00+00:00;2021-06-28 13:00:00+00:00;1,3;1,3;177,63
2021-06-28 12:00:00+00:00;2021-06-28 14:00:00+00:00;0,6;0,6;175,48
2021-06-28 13:00:00+00:00;2021-06-28 15:00:00+00:00;0,9;0,9;187,72
2021-06-28 14:00:00+00:00;2021-06-28 16:00:00+00:00;0,9;0,9;187,72
2021-06-28 15:00:00+00:00;2021-06-28 17:00:00+00:00;0,8;0,9;187,72
2021-06-28 16:00:00+00:00;2021-06-28 18:00:00+00:00;1,3;1,3;196,86
2021-06-28 17:00:00+00:00;2021-06-28 19:00:00+00:00;2,2;2,2;221,2
2021-06-28 18:00:00+00:00;2021-06-28 20:00:00+00:00;2,7;2,7;215,28
2021-06-28 19:00:00+00:00;2021-06-28 21:00:00+00:00;3,8;3,8;196,19
2021-06-28 20:00:00+00:00;2021-06-28 22:00:00+00:00;4,2;4,2;194,71
2021-06-28 21:00:00+00:00;2021-06-28 23:00:00+00:00;5,4;5,4;186,77
2021-06-28 22:00:00+00:00;2021-06-29 00:00:00+00:00;0;0;0
2021-06-28 23:00:00+00:00;2021-06-29 01:00:00+00:00;3,1;3,1;173,6
2021-06-29 00:00:00+00:00;2021-06-29 02:00:00+00:00;0;0;0
2021-06-29 01:00:00+00:00;2021-06-29 03:00:00+00:00;0,6;0,7;175,75
2021-06-29 02:00:00+00:00;2021-06-29 04:00:00+00:00;0,7;0,7;175,75
2021-06-29 03:00:00+00:00;2021-06-29 05:00:00+00:00;0,6;0,7;175,75
2021-06-29 04:00:00+00:00;2021-06-29 06:00:00+00:00;0;0;0
2021-06-29 05:00:00+00:00;2021-06-29 07:00:00+00:00;0;0;0
2021-06-29 06:00:00+00:00;2021-06-29 08:00:00+00:00;0;0;0
2021-06-29 07:00:00+00:00;2021-06-29 09:00:00+00:00;0;0;0
2021-06-29 08:00:00+00:00;2021-06-29 10:00:00+00:00;0;0;0
2021-06-29 09:00:00+00:00;2021-06-29 11:00:00+00:00;0;0;0
2021-06-29 10:00:00+00:00;2021-06-29 12:00:00+00:00;0;0;0
2021-06-29 11:00:00+00:00;2021-06-29 13:00:00+00:00;0;0;0
2021-06-29 12:00:00+00:00;2021-06-29 14:00:00+00:00;0;0;0
2021-06-29 13:00:00+00:00;2021-06-29 15:00:00+00:00;0;0;0
2021-06-29 14:00:00+00:00;2021-06-29 16:00:00+00:00;0;0;0
2021-06-29 15:00:00+00:00;2021-06-29 17:00:00+00:00;0;0;0
2021-06-29 16:00:00+00:00;2021-06-29 18:00:00+00:00;0;0;0
2021-06-29 17:00:00+00:00;2021-06-29 19:00:00+00:00;0;0;0
2021-06-29 18:00:00+00:00;2021-06-29 20:00:00+00:00;0;0;0
2021-06-29 19:00:00+00:00;2021-06-29 21:00:00+00:00;0;0;0
2021-06-29 20:00:00+00:00;2021-06-29 22:00:00+00:00;0;0;0
2021-06-29 21:00:00+00:00;2021-06-29 23:00:00+00:00;0;0;0
2021-06-29 22:00:00+00:00;2021-06-30 00:00:00+00:00;0;0;0
2021-06-29 23:00:00+00:00;2021-06-30 01:00:00+00:00;1,9;1,9;176,3
2021-06-30 00:00:00+00:00;2021-06-30 02:00:00+00:00;3,9;3,9;172,8
2021-06-30 01:00:00+00:00;2021-06-30 03:00:00+00:00;4,6;4,6;171,32
2021-06-30 02:00:00+00:00;2021-06-30 04:00:00+00:00;4,8;4,8;171,32
2021-06-30 03:00:00+00:00;2021-06-30 05:00:00+00:00;3,6;3,6;175,22
2021-06-30 04:00:00+00:00;2021-06-30 06:00:00+00:00;0,2;0,5;193,11
2021-06-30 05:00:00+00:00;2021-06-30 07:00:00+00:00;0;0;0
2021-06-30 06:00:00+00:00;2021-06-30 08:00:00+00:00;0;0;0
2021-06-30 07:00:00+00:00;2021-06-30 09:00:00+00:00;0;0;0
2021-06-30 08:00:00+00:00;2021-06-30 10:00:00+00:00;0;0;0
2021-06-30 09:00:00+00:00;2021-06-30 11:00:00+00:00;0;0;0
2021-06-30 10:00:00+00:00;2021-06-30 12:00:00+00:00;0;0;0
2021-06-30 11:00:00+00:00;2021-06-30 13:00:00+00:00;0;0;0
2021-06-30 12:00:00+00:00;2021-06-30 14:00:00+00:00;0;0;0
2021-06-30 13:00:00+00:00;2021-06-30 15:00:00+00:00;0;0;0
2021-06-30 14:00:00+00:00;2021-06-30 16:00:00+00:00;0;0;0
2021-06-30 15:00:00+00:00;2021-06-30 17:00:00+00:00;0;0;0
2021-06-30 16:00:00+00:00;2021-06-30 18:00:00+00:00;0;0;0
2021-06-30 17:00:00+00:00;2021-06-30 19:00:00+00:00;0;0;0
2021-06-30 18:00:00+00:00;2021-06-30 20:00:00+00:00;0;0;0
2021-06-30 19:00:00+00:00;2021-06-30 21:00:00+00:00;0;0;0
2021-06-30 20:00:00+00:00;2021-06-30 22:00:00+00:00;0;0;0
2021-06-30 21:00:00+00:00;2021-06-30 23:00:00+00:00;0;0;0
2021-06-30 22:00:00+00:00;2021-07-01 00:00:00+00:00;0;0;0
2021-06-30 23:00:00+00:00;2021-07-01 01:00:00+00:00;1,1;1,1;176,28
2021-07-01 00:00:00+00:00;2021-07-01 02:00:00+00:00;4,9;4,9;172,78
2021-07-01 01:00:00+00:00;2021-07-01 03:00:00+00:00;5,6;5,6;171,3
2021-07-01 02:00:00+00:00;2021-07-01 04:00:00+00:00;5,8;5,8;171,3
2021-07-01 03:00:00+00:00;2021-07-01 05:00:00+00:00;4,5;4,5;175,2
2021-07-01 04:00:00+00:00;2021-07-01 06:00:00+00:00;1,3;1,3;193,09
2021-07-01 05:00:00+00:00;2021-07-01 07:00:00+00:00;0;0;0
2021-07-01 06:00:00+00:00;2021-07-01 08:00:00+00:00;0;0;0
2021-07-01 07:00:00+00:00;2021-07-01 09:00:00+00:00;0;0;0
2021-07-01 08:00:00+00:00;2021-07-01 10:00:00+00:00;0;0;0
2021-07-01 09:00:00+00:00;2021-07-01 11:00:00+00:00;0;0;0
2021-07-01 10:00:00+00:00;2021-07-01 12:00:00+00:00;0;0;0
2021-07-01 11:00:00+00:00;2021-07-01 13:00:00+00:00;0;0;0
2021-07-01 12:00:00+00:00;2021-07-01 14:00:00+00:00;0;0;0
2021-07-01 13:00:00+00:00;2021-07-01 15:00:00+00:00;0;0;0
2021-07-01 14:00:00+00:00;2021-07-01 16:00:00+00:00;0;0;0
2021-07-01 15:00:00+00:00;2021-07-01 17:00:00+00:00;0;0;0
2021-07-01 16:00:00+00:00;2021-07-01 18:00:00+00:00;0;0;0
2021-07-01 17:00:00+00:00;2021-07-01 19:00:00+00:00;0;0;0
2021-07-01 18:00:00+00:00;2021-07-01 20:00:00+00:00;0;0;0
2021-07-01 19:00:00+00:00;2021-07-01 21:00:00+00:00;0;0;0
2021-07-01 20:00:00+00:00;2021-07-01 22:00:00+00:00;0;0;0
2021-07-01 21:00:00+00:00;2021-07-01 23:00:00+00:00;0;0;0
2021-07-01 22:00:00+00:00;2021-07-02 00:00:00+00:00;0;0;0
2021-07-01 23:00:00+00:00;2021-07-02 01:00:00+00:00;0;0;0
2021-07-02 00:00:00+00:00;2021-07-02 02:00:00+00:00;5,5;5,5;179,39
2021-07-02 01:00:00+00:00;2021-07-02 03:00:00+00:00;6,4;6,4;179,53
2021-07-02 02:00:00+00:00;2021-07-02 04:00:00+00:00;6,5;6,5;180,47
2021-07-02 03:00:00+00:00;2021-07-02 05:00:00+00:00;5,1;5,1;183,97
2021-07-02 04:00:00+00:00;2021-07-02 06:00:00+00:00;1,2;1,2;199,3
2021-07-02 05:00:00+00:00;2021-07-02 07:00:00+00:00;0;0;0
2021-07-02 06:00:00+00:00;2021-07-02 08:00:00+00:00;0;0;0
2021-07-02 07:00:00+00:00;2021-07-02 09:00:00+00:00;0;0;0
2021-07-02 08:00:00+00:00;2021-07-02 10:00:00+00:00;0;0;0
2021-07-02 09:00:00+00:00;2021-07-02 11:00:00+00:00;0;0;0
2021-07-02 10:00:00+00:00;2021-07-02 12:00:00+00:00;0;0;0
2021-07-02 11:00:00+00:00;2021-07-02 13:00:00+00:00;0;0;0
2021-07-02 12:00:00+00:00;2021-07-02 14:00:00+00:00;0;0;0
2021-07-02 13:00:00+00:00;2021-07-02 15:00:00+00:00;0;0;0
2021-07-02 14:00:00+00:00;2021-07-02 16:00:00+00:00;0;0;0
2021-07-02 15:00:00+00:00;2021-07-02 17:00:00+00:00;0;0;0
2021-07-02 16:00:00+00:00;2021-07-02 18:00:00+00:00;0;0;0
2021-07-02 17:00:00+00:00;2021-07-02 19:00:00+00:00;0;0;0
2021-07-02 18:00:00+00:00;2021-07-02 20:00:00+00:00;0;0;0
2021-07-02 19:00:00+00:00;2021-07-02 21:00:00+00:00;0;0;0
2021-07-02 20:00:00+00:00;2021-07-02 22:00:00+00:00;0;0;0
2021-07-02 21:00:00+00:00;2021-07-02 23:00:00+00:00;0;0;0
2021-07-02 22:00:00+00:00;2021-07-03 00:00:00+00:00;2,8;2,8;189,86
2021-07-02 23:00:00+00:00;2021-07-03 01:00:00+00:00;5,6;5,6;181,66
2021-07-03 00:00:00+00:00;2021-07-03 02:00:00+00:00;2;2;178,16
2021-07-03 01:00:00+00:00;2021-07-03 03:00:00+00:00;3,4;3,4;174,8
2021-07-03 02:00:00+00:00;2021-07-03 04:00:00+00:00;3,1;3,1;174,94
2021-07-03 03:00:00+00:00;2021-07-03 05:00:00+00:00;1,5;1,5;171,31
2021-07-03 04:00:00+00:00;2021-07-03 06:00:00+00:00;0;0;0
2021-07-03 05:00:00+00:00;2021-07-03 07:00:00+00:00;0;0;0
2021-07-03 06:00:00+00:00;2021-07-03 08:00:00+00:00;0;0;0
2021-07-03 07:00:00+00:00;2021-07-03 09:00:00+00:00;0;0;0
2021-07-03 08:00:00+00:00;2021-07-03 10:00:00+00:00;0;0;0
2021-07-03 09:00:00+00:00;2021-07-03 11:00:00+00:00;0;0;0
2021-07-03 10:00:00+00:00;2021-07-03 12:00:00+00:00;0;0;0
2021-07-03 11:00:00+00:00;2021-07-03 13:00:00+00:00;0;0;0
2021-07-03 12:00:00+00:00;2021-07-03 14:00:00+00:00;0;0;0
2021-07-03 13:00:00+00:00;2021-07-03 15:00:00+00:00;0;0;0
2021-07-03 14:00:00+00:00;2021-07-03 16:00:00+00:00;0;0;0
2021-07-03 15:00:00+00:00;2021-07-03 17:00:00+00:00;0;0;0
2021-07-03 16:00:00+00:00;2021-07-03 18:00:00+00:00;0;0;0
2021-07-03 17:00:00+00:00;2021-07-03 19:00:00+00:00;0;0;0
2021-07-03 18:00:00+00:00;2021-07-03 20:00:00+00:00;0;0;0
2021-07-03 19:00:00+00:00;2021-07-03 21:00:00+00:00;0;0;0
2021-07-03 20:00:00+00:00;2021-07-03 22:00:00+00:00;0;0;0
2021-07-03 21:00:00+00:00;2021-07-03 23:00:00+00:00;0;0;0
2021-07-03 22:00:00+00:00;2021-07-04 00:00:00+00:00;3,3;3,3;191,38
2021-07-03 23:00:00+00:00;2021-07-04 01:00:00+00:00;5;5;183,99
2021-07-04 00:00:00+00:00;2021-07-04 02:00:00+00:00;5,6;5,6;177,26
2021-07-04 01:00:00+00:00;2021-07-04 03:00:00+00:00;6,6;6,6;172,82
2021-07-04 02:00:00+00:00;2021-07-04 04:00:00+00:00;6,7;6,7;172,29
2021-07-04 03:00:00+00:00;2021-07-04 05:00:00+00:00;5,7;5,7;171,21
2021-07-04 04:00:00+00:00;2021-07-04 06:00:00+00:00;3,1;3,1;171,75
2021-07-04 05:00:00+00:00;2021-07-04 07:00:00+00:00;0;0;0
2021-07-04 06:00:00+00:00;2021-07-04 08:00:00+00:00;0;0;0
2021-07-04 07:00:00+00:00;2021-07-04 09:00:00+00:00;0;0;0
2021-07-04 08:00:00+00:00;2021-07-04 10:00:00+00:00;0;0;0
2021-07-04 09:00:00+00:00;2021-07-04 11:00:00+00:00;0;0;0
2021-07-04 10:00:00+00:00;2021-07-04 12:00:00+00:00;0;0;0
2021-07-04 11:00:00+00:00;2021-07-04 13:00:00+00:00;0;0;0
2021-07-04 12:00:00+00:00;2021-07-04 14:00:00+00:00;0;0;0
2021-07-04 13:00:00+00:00;2021-07-04 15:00:00+00:00;0;0;0
2021-07-04 14:00:00+00:00;2021-07-04 16:00:00+00:00;0;0;0
2021-07-04 15:00:00+00:00;2021-07-04 17:00:00+00:00;0;0;0
2021-07-04 16:00:00+00:00;2021-07-04 18:00:00+00:00;0;0;0
2021-07-04 17:00:00+00:00;2021-07-04 19:00:00+00:00;0;0;0
2021-07-04 18:00:00+00:00;2021-07-04 20:00:00+00:00;0;0;0
2021-07-04 19:00:00+00:00;2021-07-04 21:00:00+00:00;0;0;0
2021-07-04 20:00:00+00:00;2021-07-04 22:00:00+00:00;0;0;0
2021-07-04 21:00:00+00:00;2021-07-04 23:00:00+00:00;0,6;1;193
2021-07-04 22:00:00+00:00;2021-07-05 00:00:00+00:00;0;0;0
2021-07-04 23:00:00+00:00;2021-07-05 01:00:00+00:00;4;4;172,42
2021-07-05 00:00:00+00:00;2021-07-05 02:00:00+00:00;5,3;5,3;171,21
2021-07-05 01:00:00+00:00;2021-07-05 03:00:00+00:00;6;6;169,19
2021-07-05 02:00:00+00:00;2021-07-05 04:00:00+00:00;5,9;5,9;168,79
2021-07-05 03:00:00+00:00;2021-07-05 05:00:00+00:00;5,3;5,3;171,35
2021-07-05 04:00:00+00:00;2021-07-05 06:00:00+00:00;2,4;2,4;188,83
2021-07-05 05:00:00+00:00;2021-07-05 07:00:00+00:00;0;0;0
2021-07-05 06:00:00+00:00;2021-07-05 08:00:00+00:00;0;0;0
2021-07-05 07:00:00+00:00;2021-07-05 09:00:00+00:00;0;0;0
2021-07-05 08:00:00+00:00;2021-07-05 10:00:00+00:00;0;0;0
2021-07-05 09:00:00+00:00;2021-07-05 11:00:00+00:00;0;0;0
2021-07-05 10:00:00+00:00;2021-07-05 12:00:00+00:00;0;0;0
2021-07-05 11:00:00+00:00;2021-07-05 13:00:00+00:00;0;0;0
2021-07-05 12:00:00+00:00;2021-07-05 14:00:00+00:00;0,3;1;184,26
2021-07-05 13:00:00+00:00;2021-07-05 15:00:00+00:00;0,3;1;184,26
2021-07-05 14:00:00+00:00;2021-07-05 16:00:00+00:00;0,5;1;184,26
2021-07-05 15:00:00+00:00;2021-07-05 17:00:00+00:00;0;0;0
2021-07-05 16:00:00+00:00;2021-07-05 18:00:00+00:00;0;0;0
2021-07-05 17:00:00+00:00;2021-07-05 19:00:00+00:00;0;0;0
2021-07-05 18:00:00+00:00;2021-07-05 20:00:00+00:00;0,7;1;215,19
2021-07-05 19:00:00+00:00;2021-07-05 21:00:00+00:00;2,1;2,1;207,93
2021-07-05 20:00:00+00:00;2021-07-05 22:00:00+00:00;3,6;3,6;201,2
2021-07-05 21:00:00+00:00;2021-07-05 23:00:00+00:00;5,5;5,5;191,79
2021-07-05 22:00:00+00:00;2021-07-06 00:00:00+00:00;0;0;0
2021-07-05 23:00:00+00:00;2021-07-06 01:00:00+00:00;2,5;2,5;175,38
2021-07-06 00:00:00+00:00;2021-07-06 02:00:00+00:00;4,9;4,9;170,41
2021-07-06 01:00:00+00:00;2021-07-06 03:00:00+00:00;5,9;5,9;168,12
2021-07-06 02:00:00+00:00;2021-07-06 04:00:00+00:00;5,9;5,9;165,16
2021-07-06 03:00:00+00:00;2021-07-06 05:00:00+00:00;3,5;3,5;168,79
2021-07-06 04:00:00+00:00;2021-07-06 06:00:00+00:00;0;0;0
2021-07-06 05:00:00+00:00;2021-07-06 07:00:00+00:00;0;0;0
2021-07-06 06:00:00+00:00;2021-07-06 08:00:00+00:00;0;0;0
2021-07-06 07:00:00+00:00;2021-07-06 09:00:00+00:00;0;0;0
2021-07-06 08:00:00+00:00;2021-07-06 10:00:00+00:00;0;0;0
2021-07-06 09:00:00+00:00;2021-07-06 11:00:00+00:00;0;0;0
2021-07-06 10:00:00+00:00;2021-07-06 12:00:00+00:00;0;0;0
2021-07-06 11:00:00+00:00;2021-07-06 13:00:00+00:00;0;0;0
2021-07-06 12:00:00+00:00;2021-07-06 14:00:00+00:00;0;0;0
2021-07-06 13:00:00+00:00;2021-07-06 15:00:00+00:00;0;0;0
2021-07-06 14:00:00+00:00;2021-07-06 16:00:00+00:00;0;0;0
2021-07-06 15:00:00+00:00;2021-07-06 17:00:00+00:00;0;0;0
2021-07-06 16:00:00+00:00;2021-07-06 18:00:00+00:00;0;0;0
2021-07-06 17:00:00+00:00;2021-07-06 19:00:00+00:00;0;0;0
2021-07-06 18:00:00+00:00;2021-07-06 20:00:00+00:00;0;0;0
2021-07-06 19:00:00+00:00;2021-07-06 21:00:00+00:00;0;0;0
2021-07-06 20:00:00+00:00;2021-07-06 22:00:00+00:00;0;0;0
2021-07-06 21:00:00+00:00;2021-07-06 23:00:00+00:00;0;0;0
2021-07-06 22:00:00+00:00;2021-07-07 00:00:00+00:00;0;0;0
2021-07-06 23:00:00+00:00;2021-07-07 01:00:00+00:00;2,5;2,5;172,28
2021-07-07 00:00:00+00:00;2021-07-07 02:00:00+00:00;3,3;3,3;172,28
2021-07-07 01:00:00+00:00;2021-07-07 03:00:00+00:00;4,6;4,6;172,28
2021-07-07 02:00:00+00:00;2021-07-07 04:00:00+00:00;4,5;4,5;172,28
2021-07-07 03:00:00+00:00;2021-07-07 05:00:00+00:00;2,7;2,7;176,99
2021-07-07 04:00:00+00:00;2021-07-07 06:00:00+00:00;0;0;0
2021-07-07 05:00:00+00:00;2021-07-07 07:00:00+00:00;0;0;0
2021-07-07 06:00:00+00:00;2021-07-07 08:00:00+00:00;0;0;0
2021-07-07 07:00:00+00:00;2021-07-07 09:00:00+00:00;0;0;0
2021-07-07 08:00:00+00:00;2021-07-07 10:00:00+00:00;0;0;0
2021-07-07 09:00:00+00:00;2021-07-07 11:00:00+00:00;0;0;0
2021-07-07 10:00:00+00:00;2021-07-07 12:00:00+00:00;0;0;0
2021-07-07 11:00:00+00:00;2021-07-07 13:00:00+00:00;0;0;0
2021-07-07 12:00:00+00:00;2021-07-07 14:00:00+00:00;0;0;0
2021-07-07 13:00:00+00:00;2021-07-07 15:00:00+00:00;0;0;0
2021-07-07 14:00:00+00:00;2021-07-07 16:00:00+00:00;0;0;0
2021-07-07 15:00:00+00:00;2021-07-07 17:00:00+00:00;0;0;0
2021-07-07 16:00:00+00:00;2021-07-07 18:00:00+00:00;0;0;0
2021-07-07 17:00:00+00:00;2021-07-07 19:00:00+00:00;0;0;0
2021-07-07 18:00:00+00:00;2021-07-07 20:00:00+00:00;0;0;0
2021-07-07 19:00:00+00:00;2021-07-07 21:00:00+00:00;0;0;0
2021-07-07 20:00:00+00:00;2021-07-07 22:00:00+00:00;0;0;0
2021-07-07 21:00:00+00:00;2021-07-07 23:00:00+00:00;0;0;0
2021-07-07 22:00:00+00:00;2021-07-08 00:00:00+00:00;0;0;0
2021-07-07 23:00:00+00:00;2021-07-08 01:00:00+00:00;2,3;2,3;180,36
2021-07-08 00:00:00+00:00;2021-07-08 02:00:00+00:00;5,4;5,4;177,67
2021-07-08 01:00:00+00:00;2021-07-08 03:00:00+00:00;6,5;6,5;176,86
2021-07-08 02:00:00+00:00;2021-07-08 04:00:00+00:00;6,7;6,7;176,72
2021-07-08 03:00:00+00:00;2021-07-08 05:00:00+00:00;4,7;4,7;179,68
2021-07-08 04:00:00+00:00;2021-07-08 06:00:00+00:00;0,3;1;203,22
2021-07-08 05:00:00+00:00;2021-07-08 07:00:00+00:00;0;0;0
2021-07-08 06:00:00+00:00;2021-07-08 08:00:00+00:00;0;0;0
2021-07-08 07:00:00+00:00;2021-07-08 09:00:00+00:00;0;0;0
2021-07-08 08:00:00+00:00;2021-07-08 10:00:00+00:00;0;0;0
2021-07-08 09:00:00+00:00;2021-07-08 11:00:00+00:00;0;0;0
2021-07-08 10:00:00+00:00;2021-07-08 12:00:00+00:00;0;0;0
2021-07-08 11:00:00+00:00;2021-07-08 13:00:00+00:00;0;0;0
2021-07-08 12:00:00+00:00;2021-07-08 14:00:00+00:00;0;0;0
2021-07-08 13:00:00+00:00;2021-07-08 15:00:00+00:00;0;0;0
2021-07-08 14:00:00+00:00;2021-07-08 16:00:00+00:00;0;0;0
2021-07-08 15:00:00+00:00;2021-07-08 17:00:00+00:00;0;0;0
2021-07-08 16:00:00+00:00;2021-07-08 18:00:00+00:00;0;0;0
2021-07-08 17:00:00+00:00;2021-07-08 19:00:00+00:00;0;0;0
2021-07-08 18:00:00+00:00;2021-07-08 20:00:00+00:00;0;0;0
2021-07-08 19:00:00+00:00;2021-07-08 21:00:00+00:00;0;0;0
2021-07-08 20:00:00+00:00;2021-07-08 22:00:00+00:00;0;0;0
2021-07-08 21:00:00+00:00;2021-07-08 23:00:00+00:00;0;0;0
2021-07-08 22:00:00+00:00;2021-07-09 00:00:00+00:00;0;0;0
2021-07-08 23:00:00+00:00;2021-07-09 01:00:00+00:00;1,2;1,2;175,35
2021-07-09 00:00:00+00:00;2021-07-09 02:00:00+00:00;4;4;174,01
2021-07-09 01:00:00+00:00;2021-07-09 03:00:00+00:00;5;5;172,39
2021-07-09 02:00:00+00:00;2021-07-09 04:00:00+00:00;5;5;172,39
2021-07-09 03:00:00+00:00;2021-07-09 05:00:00+00:00;4;4;175,08
2021-07-09 04:00:00+00:00;2021-07-09 06:00:00+00:00;0,3;1;190,14
2021-07-09 05:00:00+00:00;2021-07-09 07:00:00+00:00;0;0;0
2021-07-09 06:00:00+00:00;2021-07-09 08:00:00+00:00;0;0;0
2021-07-09 07:00:00+00:00;2021-07-09 09:00:00+00:00;0;0;0
2021-07-09 08:00:00+00:00;2021-07-09 10:00:00+00:00;0;0;0
2021-07-09 09:00:00+00:00;2021-07-09 11:00:00+00:00;0;0;0
2021-07-09 10:00:00+00:00;2021-07-09 12:00:00+00:00;0;0;0
2021-07-09 11:00:00+00:00;2021-07-09 13:00:00+00:00;0;0;0
2021-07-09 12:00:00+00:00;2021-07-09 14:00:00+00:00;0;0;0
2021-07-09 13:00:00+00:00;2021-07-09 15:00:00+00:00;0;0;0
2021-07-09 14:00:00+00:00;2021-07-09 16:00:00+00:00;0;0;0
2021-07-09 15:00:00+00:00;2021-07-09 17:00:00+00:00;0;0;0
2021-07-09 16:00:00+00:00;2021-07-09 18:00:00+00:00;0;0;0
2021-07-09 17:00:00+00:00;2021-07-09 19:00:00+00:00;0;0;0
2021-07-09 18:00:00+00:00;2021-07-09 20:00:00+00:00;0;0;0
2021-07-09 19:00:00+00:00;2021-07-09 21:00:00+00:00;0;0;0
2021-07-09 20:00:00+00:00;2021-07-09 22:00:00+00:00;0;0;0
2021-07-09 21:00:00+00:00;2021-07-09 23:00:00+00:00;0;0;0
2021-07-09 22:00:00+00:00;2021-07-10 00:00:00+00:00;0,9;1;277,96
2021-07-09 23:00:00+00:00;2021-07-10 01:00:00+00:00;3,5;3,5;274,06
2021-07-10 00:00:00+00:00;2021-07-10 02:00:00+00:00;0,7;1;268,95
2021-07-10 01:00:00+00:00;2021-07-10 03:00:00+00:00;1,6;1,6;267,2
2021-07-10 02:00:00+00:00;2021-07-10 04:00:00+00:00;2,1;2,1;266,12
2021-07-10 03:00:00+00:00;2021-07-10 05:00:00+00:00;0,7;1;265,72
2021-07-10 04:00:00+00:00;2021-07-10 06:00:00+00:00;0;0;0
2021-07-10 05:00:00+00:00;2021-07-10 07:00:00+00:00;0;0;0
2021-07-10 06:00:00+00:00;2021-07-10 08:00:00+00:00;0;0;0
2021-07-10 07:00:00+00:00;2021-07-10 09:00:00+00:00;0;0;0
2021-07-10 08:00:00+00:00;2021-07-10 10:00:00+00:00;0;0;0
2021-07-10 09:00:00+00:00;2021-07-10 11:00:00+00:00;0;0;0
